BS3YIq7hxrx,Nazi
BTihDHzB52p,"gk perlu mbois yo lur"
BTndnoFB0Lc,"aku emg arek omah an tp lak karo konco aku arek genden :v"
7S0KPopMsT,"night  
#sfs #lfl #fff #s4s #l4l #f4f #followme"
BC7s1coJMot,#plazamarina
BDnT7-QpMhn,#hijab
BF81EzSJMn8,"Kenjeran "
BGBuga1pMqN,"Welcome to rholas . Gk bisa foto sama orgnya, foto sma bendera nya aja gaapa

#korea #classmeet"
BGDqAFupMn9,"A best friend is the person who knows all about your badness, but still likes you"
BHdCgLMBBQR,"Child  #like4like #lfl #fff #sfs #f4f #s4s #throwback #child"
BHt5zkEBcPe,"Challenge accepted by @ptranggni @dewiihn
@hnfaanis_17 #dontlike #jangandilike"
BIxBvephL2k,"Luvluv 

#latepost #classmeet #ex7i #inginkanadanotif"
BJAmv7eBI3_,"Disenyumin aja ya nit :) #senyuminaja"
BKFfwtAhayM,"Kamu yg bikin aku melayang.
.
.
.
.
.
.
.
.
.
Tapi kamu juga yg bikin aku down :("
BLmVJiYBleN,"Halo nit "
BMn8-kNBJAL,"sayang kalian aja daripada sayang doi yang gk peka "
_6c1maJMp0,"#sumber7 #malang #holiday"
_tMssHpMu9,#merrychristmas
BCz9cgbsn1p,": @chandaprllia"
BDsicnMsn-P,#wewonthecompetition
BEadpYyMnyb,#tb
BFKlHVFMnyP,"Happy Wedding! ??"
BFKon9bMn6l,#throwback
BFKoW5TMn53,"Last night was an amazing night."
BFLtvh6Mnyx,#throwbacksaturday
BGMLj3yMn3x,"'Aku bingung mau bikin caption apa' -mbak shafira-"
BH08Wdajkht,"High heels nya 10cm! -mbaknisa-"
BIUs41HA9iJ,"'Gitu aja udah bagus din' -Evelyn-"
BIxM-SWgFmx,"Abaikan backgroundnya "
BI_t6EIgl60,"""Music is my life. I can't live without music. Play music to me is like people addicted to drugs. I always addicted to playing music, especially piano."""
BJaOT94gp6D,"Thanks mama ?"
BKaBZc2j9Ii,"'Karena merah itu setia ya kan?' -Manda-"
BKF5WuSgLaY,"Jangan dramatis tah lyn  @chatarinevelyn"
BKfKXCiAa8k,"Thank you very much to my coach and supporters who have followed us from the beginning to the end, but we're sorry because we can't make you proud. We're promise that we'll make you proud soon. We're promise. "
BKvPg71AtBV,Sayangkalian
BLLa4BnAoAY,"Ignore ma face "
BM6bbUYgf3f,"Thank you for today and thanks for showing the best for this competition. Big thanks to our coach @pianistsilly"
BMBsggsAQOE,"'Why can't you hold me in the street? Why can't I kiss you on the dancefloor? I wish that we could be like that, cuz' I'm yours' -SIXTONES"
BMjDL5KASV_,"Bantu vote yuk!
Caranya: login dulu zetizen.com  Setelah login buka www.zetizen.com/challenge/display/41  Klik tombol '?' untuk SIXTONES SMPN 12 SURABAYA  THANK YOU!"
BMv2G9KgVUN,@dinarprimasti
BMYp-kXg4xP,"Time for Photoshoot! "
BOMrqtIgPZs,"Just missed them "
BPuWboVABPT,"For the first time in a white I could drink an ice tea "
BQ75MnQhR6H,"Katanya @pujigrahadi kita harus pose yg ulala manja "
BQHwFK1AcZg,"Recording "
BQpLp13BkZ8,"Merah ?"
BQSXP87AzDY,"Today I learn how to play a jazz music, Tea For Two by Vincent Youmans. It was hard at the first time because the swing rhythm and syncopation. But with @dinarprimasti everything became easy. ?"
BSG6kxWh-ER,??
BTvt0iVBKv-,"'Kita ikutin gayanya chanyeol aja '"
BUd-7Lfh6xm,"sayang mereka semua ??"
BUDXeEuBqM4,??
BUeQWwqhGxO,"om tadi anak orang ada yang baper lo, tanggung jawab yaaa  @gustiwarya"
BUW94fjBF3O,"And I swear, we're just finished our busy day today "
z85dgTMnz_,"Mongolian Cultural Event 2015! @dheakharisma @annisaabr @vieza_jacinda18 @divamellon @tavaniazahra @rysje34 @aliyaarintya"
_pp1-lMn3e,"XOXO! "
BQ-tBSmhXLD,"Cie lompat kodok."
BQ2lhroBBpr,"Salim dulu sama kita ehe."
BQ6-MhgBdLQ,light.
BQfRQgjhZ4p,"P.Unya ya ya ya :))"
BQhrw15h3-K,"i c wetped."
BQIig1ZBrlQ,"H+4. Habede heri !"
BQIYZHVBVUq,"back to original."
BQK2Kxzh9dO,"Dibalik foto ini ada kesakitan yang mesti di tahan ya itu kaki yang nginjek batu :'v"
BQkXuHYhoPE,Lalalalala~
BQQIiZDBwjF,"Mannequin Challenge! #trobekhunter2k16"
BQsBzx_B5Pl,"""memories are gold"""
BQSf-fABjU-,"pengen ngakak so hard."
BQvAslchfAU,Gntng.
BQVRDQ-BM8Q,"Favorit baruuu "
BR21ZJqhCiJ,"Kembaran uhuy."
BR22lg7hnN_,Lalalala~
BR29emZhQN-,Yeyeyeye.
BRLj6nyBtOE,"When u tiba-tiba keinget kalo senin masih uts"
BRX9kW5hnjE,"la la la phandom."
BRyDgLihM14,"Jadilah penerus @rean_remedept ya "
BRYQiC8Bbrw,"multifandom trash :))"
BRzQJvMBMBr,Hae.
BRzRtN4hOam,"Tb :')"
BSbHK6YBjBf,#hunter2k16
BSLchvWhafm,Ehe.
BSLfAFlh1Om,miss...
BSLlkhVBWA4,"Sekilas kek mirip :v @rean_remedept @res.tu12"
BLaswzLBVs8,....
BLBNtPih-L7,"Shawn "
BLGfz6IhqK8,"Tetynya tenggelem  .
.
.
Ps"" ini lagi hujan -,-"
BMrE2jBhaWs,"H(+1)eroes Day "
BMu3r6IhcJU,"No capt."
BN1-tBJhrPy,"Refresh Otak biar ga lemot :v"
BOsL2xCDW4V,"Welcome to 2k17 
Forget about problems in the last year and wish you the best in this year."
BO_nn-nj57k,"Hulla "
BPaDcQOjIWY,"Keep Smile "
BPhGeP_DOsi," : @devy.rosyta"
BPkSzSWjugl,"Besok senin"
BPmleXiD5gR,"Huabede @shaviradd "
BPM_uLNjTEX,"Will not end "
BPO9TF2jWOz,"Luv luv"
BPRj5oxjyA4,"Always together"
BRxhlTeFsdm,"Hiperaktif. .
.
.
:@devy.rosyta"
BTLv2BqFB0R,"Mari Makan!!
.
.
.
Selamat H(+1)ari kartini"
9-10qJTB_o,"Sebenernya pingi pake topi, tapi topinya lagi ilang sejenak. foto model e..luci"
BIaMR2IA62U,"Cahaya nyentrong mata banget yy "
BIO3mmnAysA,"Ayo semuanya berapa kale lage? SEKALE LAGEEK"
BISYT8-A9wv,"Intinya bakalan kangen dan gak bakalan ngelupain kejadian ini. Makasih buat dukungan dan kekompakannya makasih buat semuanya ..(maaf gabisa nge tag )
#dutasenipelajar2k16"
BJh773ZAl0c,"Sudah kalem belum?¿
 : @ainitul_11 
Hape : @mazayabaity"
BKlEfPRggNn,"Kiri 5sis ohyeh "
BKQRZVvgpSa,"Sekali sekali ya kei  @nadhifa.rekeisha"
BLBGv9vgrb2,"Sederhana aja :v mwa
#kalimeraathena"
_lXPL8zB7d,"Bagaimana pendapat anda?¿¡?!¿¡"
BKx2pbWjkbi,"
Selamat menjadi Sarjana , Mbak! 
Semoga ilmunya bermanfaat :)"
BOaT3zED5fR,"Slmt pagi! :)"
BOop91_jgH1,"
.
.
.
[[iya masjidnya gaseberapa keliatan :(( ]]"
BOVM_wGj4ti,"selamat hari ibu, Ma?"
BOZPms0jFYq,"no caption needed."
BPNVN2QjfMW,""" the town was paper, but the memories were not"" -John Green, Paper Towns."
BPzCn0chV-7,blür
BQ7l8bTjWuQ,"rindu "
BQE3wWDDTTP,"'itu ga rapih itu'"
BQpcrNzDeFc,((rusuh))
BS3n-f1DIjr,ootd?
BSKtUoujsPZ,delsun.
BSYbNa9D0gv,"-being sister and brother means being there for each other-"
BTJZQJrDLcG,"selamat hari kartini! ?
.
.
.
.
.
(-) @salsasabrinaa"
BTLOv9qDqnF," : @vanyaramadhina"
BTUBrAEjfGY,"yauda iya."
BU2iWRkDmAP,"happy bday anak kecil!"
BUcF2GLjwi8,??
BUi9xK5j1ee,"tbiru x tijo"
BBbrrMln7NK,"Kita juga pernah lucu kok"
BNfL1fIDswd,"Gagahnya kung ku "
BNfMGm9jQYQ,"Trimakasih ya kung buat semuanya"
BOdzB0dDGsV,"Generasi ke sekian sekian~"
BOe3uG0jxPg,"Ajiz-Ani squad

@geopratama @oktaviaaads @febriardiant2 @agathamahligai04 @kayevania"
BOKABfWjwzu,"Pendek pendek aja:v"
BOPUPUGjobJ,Senyumin:))
BOUE_D8jdm2,"Selamat hari ibu ma"
BPo9km6jEye,"Teranjing lah"
BQ-zUbmACU-,#tb
BR2358JAPyw,"'Cause you know i get excited, when you get jealous too."
BRdDVc1A809,"Whole squad winnin', you got small money"
BRTSmTTgZC5,"Jijique tapi lucu:'v"
BS03NiFgRac,"it feels like i only go backward"
BS5tJ4ZAYLD,bb
BSc2NnYgEl4,"""aku iku ayu tak kandani aku iku uayuu pol"""
BSd05VwAvnl,"aku gamon dia:("
BSqRehEgtwb,"follow ig baru @acyutaanaf"
BSTgRysgVnp,"she was more like a beauty queen from a movie scene"
BSYamU6AoVD,"aku tau aku menawan:'v"
BTgwdc0ALZb,lies
BTK_36oAUFT,"berbagi kecantikan:)"
BT_Ms6jgskY,"pokoke asyiq -wildan

@daniwildan123"
BK0fRW9AZHB,"Kita kalem  : @devisf_"
BKLLey2gpXC,"Wushh   by : @rosaryni"
BKPsrQ5gBj-,"  by : @katarina.erika"
BKRmyQuAif5,"Sometimes my loneliness It reminds me of you  by : @katarina.erika"
BM6SMFzAFYS,"HBD Rholasku
-
-
- : @audysadira"
BN3Vt_Dgg3c,"Haloo
- @devy.rosyta"
BQDIaL8gswO,"Lagi seneng:)
-
-
-: audy"
BQNUCYVgKqp,"Love you"
BQVBbGIgKAq,"Hehe:)
-
-
-  : audy"
BR7JTHzFIsX,"Don't break my heart
-  ania"
BRcn710lj7U,"Kita tinggi
-  ania"
BRqIToGF_0o,"This queen need a king
- depok"
BS8xFGMlUJc,"makasii semua
surprisenya berhasil
makasi uda ngasih stitch banyak
(-) @tetykrn"
BSc0xdsFpy4,"kata okti ""sumpah aku uayu yaampun:'))""
-dare okti memalukan"
BTKzi8blWte,"kalem yang gagal"
BTlDfQQF_NB,"ice cream can't break your heart
- okti"
BU3P8aoFru8,"tears never lie:)"
5UP7xRCiDg,"Mudik lah, tapi jangan mudik ke hati mantan
- Afrian"
BGtMxHuiiL4,"Respect the past, embrace the future

Shot with Canon 550d ISO 200 1/500 f1.4 Focal length 55"
BHO5VNbhxVi,"Hang Out disini lagi yuk... #photography #photographers  #youtubers  #blessed  #merapi # travelling #travel #family"
BHXfj2VB1t9,"Miss you. Most famous kid in Jakarta and Probolinggo. Kapan meet up lagi ?"
BIwq7m0BxcI,"Jangan berhenti mencari, karena kau akan temukan yang kau mau jika kau tak menyerah"
BIXa1A6h5xh,"Travelling to Bali with my Family (17). Diving in Amed. Never felt better then travelling with family
Photograoh taken with Gopro Hero 3+ Black.
#blessed  #bali  #photographer  #photography  #youtubers"
BIXbMr3BpxI,"Do whatever the fuck you want. Don't care what other people think. Fuck'em"
BIxTBSeh9EN,"Kalau kau lelah mencari, mintalah bantuan. Niscaya, mereka kan menolongmu mencari yang kamu mau"
BIXTJw8hkBQ,"Snorkeling capek ndul ! Maskerku copot maneh"
BIXTub2hFUG,"Rela berlabuh nyari kamu (lumba-lumba)"
BIXULzOBgDE,"Hello Fam"
BIXUtt0hVJC,"RUNNING !!!!"
BIXVkUTBzPN,"Ketika aku hidup, aku bernafas
Ngahr dulu kut di Bali Asli. Tehnya enak"
BIXW6pTBdI3,"Kalau ke Bali nginepnya di Villa Matanai aja. Udah bagus, keren, dan cocok untuk hang out bareng. Pokoknya keren ! Dan anaknya yang punya temanku. Namanya Jad/Jaz (aku lupa). Anaknya keren"
BIXX4vgBhQG,"Flexibility, Love, and trust"
BIXXXXSh94v,"BOKEH HORE !!!"
BIXY3pHhTG7,"Bosan, 4 orang ini nyari jati diri mereka yang hilang di samudra"
BIXZVNgBODw,"Alooo.... Kapan kesini bareng kamu ?"
BIXZzk7B3os,"We're not friend. We're perfect stranger"
BJA66sIBznL,"Maaf, salah panggung"
BMaAiP1AYVY,"Sendiri aja, temenin dong !!"
BMaCd-cAwD_,"Coba tebak tribun siapa ini?
.
.
.
.
.
.
.
.
.
 Photograph taken by @relif.rayhanalif (under)  @akmalfsyah (above). photograph taken with Canon EOS M3, ISO 12800, f.4, 1/50 #jrbl  #basketball"
BMaZV4FgTF8,"Bisa bokeh gitu ya ?
Photograph taken by @akmalfsyah 
Photograph taken with Canon EOS M3, ISO 100, f4.0, 1/120"
BM_YCjkgHgM,"LDKS Kota SMP/MTS 2016. Peleton 24 Kompi 4. Makasih yo rek 4 harinya. Makasih juga @renaldolazuardy__ (my good old friend) udah beliin topi dan nemenin 4 hari LDKS."
BM_ZtQkgBdW,"HUNTER 2016. H(+2)BD Rholas ke 44.
Percuma, gak ada kamu di sini. OSIS MPK 2K16-2K17 X OSIS SMPK 2K15/2K16"
BNhMOCfgWUK,"FIREWORK. 
Photograph taken by @relif.rayhanalif. Photograph taken with Canos EOS M3, ISO 12800, 1/250, f3.5 #firework #art #photograph"
BNhMxKOA31Y,"This is where i play (teribly)
Photograph taken by : @relif.rayhanalif
Photograph taken with Canon EOS M3, ISO 6400, 1/60, f5.6"
BO9VTaKgm2Q,"My new photograph from great artist.
Paint copyright for my cousin Ira from Jakarta
.
.
.
.
. .
.
.
Photograph taken by @relif.rayhanalif
Photigraph taken with Canon EOS M3, ISO 12800, 1/60, f5.6"
BOeEn0rAhjI,"Sama anak ini terus, sama kamu kapan ?
.
.
.
.
.
.
.
Photigraph taken with Canon EOS M3. ISO 1600, 1/10, f5.6"
BOrlloXgktN,"Thanks 2016. Thanks for every memory and experience that you gave. And welcome to 2017.
.
.
.
.
.
.
.
.
.
.
.
Flarenya gak nyala, disimpen untuk jam 12.
Phototograph taken with Canon EOS M3 all setting auto"
BOT-VdbgaB1,"Usaha akan kalah dengan hoki
 music : Bitch Don't kill my vibe"
BOwNeUYgfRQ,"Berenang-renang dahulu, tenggelam kemudian .
.
.
.
.
.
.
.
Masih sendiri. Photograph taken by @maharaninotokusumo With Canon EOS M3 
ISO 100, f6.0, 1/60"
BPe_FpRgX8A,"Harusnya bentuknya tengkorak. Masih belajar, tipis-tipis tak apa lah.
.
.
.
.
.
.
.
.
Photograph taken by @relif.rayhanalif
Phtograph taken with Canon EOS M3, ISO 100, 15"", f22. Makasih @akmalfsyah Sama @celloelek Udah ngajarin"
BPhYPS6g_rS,"Tetap berkarya walau keadaan susah. FoREVlif. Thanks @akmalfsyah dah bantuin
.
.
.
.
.
.
Photograph takeb by @relif.rayhanalif
Pjtograph raken with Canon EOS M3, ISO 100, 20"", f22"
BQ9ZvLPhaQF,"""Iki enake nangdi ? Lungguh karo mangan opo Hunting"" - @refo_satrianus #exploresurabaya"
BQF3WP0geB-,"Berjalan dengan harapan di hatimu. Dan kau akan berhasil
.
.
.
.
.
Makasih dukungannya semua
Photograph taken by @envyus_samuel32 
Photograph teken with Canon EOS M3, ISO 6000, 1/80, f8.0"
BQpMvQTBDPl,"Disuruh mbak"" Bale Hinggil . Ayo beli apartemen di sini. Udah bagus, temoat strategis, dan banyak tempat nongkrong. Saran aja sih
.
.
.
.
.
.
.
.
#balehinggil #balehinggilapartemen  #spx2017  #balehinggilsby 
BTW, kalau ini direpost tolong promotin ya. Ma"
BRPqt_Mhj4b,"Jalan kuy ! #exploresurabaya
.
.
.
.
.
.
.
.
.
.
Photograph taken with Canon EOS M3, ISO 1000, 1"", f4.0"
BSoPMa3B9Zo,"We Try We Fight We Win
We're Back, so fear us - ROBOTIX 12
Fantastic Four still awesome. Thanks all"
BTD2iMkBpOG,"Travel across the land
280 KM, 10 hours ride, 6 stops, payoff
Thanks bro for pick my ride
Yogyakarta, 2017"
BTN_trThoTz,"Tree Photograph
ISO 100, 1/60, f6.0 with Canon EOS M3"
BSVv_vGDIMn,"lo nangis karna cowo seperti dia?angkat kepalamu princess,nanti mahkotamu jatuh"
BCRuXqsFUcp,"Butuh perjuangan."
BD5NpEqFUYZ,"Ndiri aja kok :("
BGLviCPlUaE,"
: @namelessnaay"
BK7yhSUgWba,"'Gayae melet kabeh yo rek'"
BKe_BX3gzwl,"Chat dibales tapi ga di addback? KECHUTTT
.
.
Edit : @sevysintya"
BKk_dtHA7tl,"Niat? Terlalu niat ngh.
#parody#5secondsofsummer #5sos"
BM6XsHjAlcf," #hunter2k16"
BMYlTAGglqS,Rembes
BMyuRzOA4bC,"Perpisahan adalah upacara menyambut hari-hari penuh rindu -Pidi Baiq"
BN1l25fgBfi,"Kadang sesuatu yang kita kira begitu sulit diraih, justru adalah yang slama ini dapat dengan mudah kita miliki."
BNbuo2bALbJ,"Agra cinte -salwa"
BO9F_I-g838,"Masih ZOLNIGA?"
BPkLstgALdp,"Kak depanmu ada kembaranmu -mama"
BQExik6ALlq,"Nyamuk be lyk."
BR-u8DKlEMr,:(
_ySNKUFUSR,"Manusia pasti akan berubah suatu saat."
BLNwd9nA2SU,comrade-in-arms.
BMWVKaagevr,item-oren?
BNrVR-8AmI2,"hbd aiaia diagiila r
hepi anniv1st jg! #tb"
BPE8_HYgv5p,penc?traaaaaan..
BRK52LQDldO,"sorry i kept trying to hold onto u when it was obvious that u didn't want me in ur life änymore:-) ps:merusak telinga."
BSBYyjuD_j-,"hamdalah 14"
BSvhpH8D2Vz,"hepi bertde mutbuster?!(h+1)"
9cvFxVLWAA,#COC
9n9Z9nrWGv,#pergi
BBul52ULWLd,"Wk.wk gua lagi selfi bafus kan"
BCc836_LWMm,"Dia lagi cari pacar di kelas tapi nggak di terima ..."
BCc9FwKrWM_,"Guru di kelas 6 terkenal pemarah di sekolah gue...!"
BChDHPYLWD0,"#bermain di dalam kelas itu hebat"
BChDMS1rWD8,"#contek-contekan nih!!!!"
BChYvYLLWPS,"#cewek kok minum fanta! Tobboy"
_X7EulrWLR,"Pcr di hari natal"
BN8Z_qIhRMe,"Companions are people who are always there when happy or sad, people who will listen to all curhatanmu, people who always support you and people who always understand"
BPM3j7ZBAx7,"Gk perlu yg manis omongannya aja"
BRazLswg5-e,"Slalu ada "
BT1XQOfAFlJ,"Love knows no obstacles. Love passes obstacles, jumps over the fence barriers, and pierces the wall to reach the hopeful destination -Maya Angelou ."
BKE5OnDjWUE,"hbd y rin
with mbk nisa and arin"
BKihKJbjZId,"kata-kata inilah yg harus kita ingat disaat kita bersedih"
BGfb47LglDd,"Gk ambk awkmu gk ngoros….."
BGfciadglFH,"Stay ambk awmkmu"
BGVFpsQAlEl,"Perpisahan ama teman do Malang !!!!!!!"
BGXnAk3AlJf,"Main WiFi mala selfie"
BHpP7DRB4wp,"Opo daya ku isk mek ngene. 
Sederhana itu mewah""()"""
BHr7CC_hkc9,"Otw sidoarjo"
BHzbZxHBhzh,"#BBMme PIN: D15DD3F0
www.pin.bbm.com/D15DD3F0"
BJHzKe6gOg8,"Tadi pagi mau berangkat sekolah ()()()()()
#smpn13 surabaya"
BJKzyTqAaOn,"Malam tirakatan
#bendul #merisi # 1utara"
BJQcBj2gGOd,"Lewong
#amateman"
BJQcItggMPT,#Noefek
BJQcUIegr7C,"KANGEN MANTAN
#edisikangenmantan"
BKJwm9DgDiC,"With teman #di #bendul"
BI32xVshHo2,"h(+mbo piro)bd emul"
BKMuRIZh_Dy,"h(+4)bd dipalay"
BMokMNhhROl,"ya gini dokter kurang obat, tentara kurang vitamin"
BN0sGRRA8qv,"rumus apa?"
BOBHrxvAZ5b,"dadaa bell"
BOj8oErgWuF,"untung kita sabar"
BQh8XsHgODX,unfaedah
BRDRTw8A7Jl,"hbd 41th
gamon aja yaa jgn move on
makasii td uda ngutak ngutik hpku"
BSYNLR8AVXk,"mbo gatau."
BU4RVP6A1nQ,"kgn se tp gaurus :v

dlsn"
BUIbcBTlqRP,affmkmkmjnjnhbhbgvgvgfcfcdxdxszszawaqaeaearartrtryuyuioiiopiupiu
BURU5AQgf7w,"katanya kataku se aku gabut"
BJH91xEBfg-,"Pas hias mading"
BJM-eTQhrd_,"Jalan sehat"
BJNAKgkBzb2,"Foto bersama wali kelas"
BJUgabOhBZv,"Foto bersama walikelas dan kawan- kawan"
BMoPCHABoto,"Invite Newpinku yooo"
BMoP_zKBBBl,"Selamat hari pahlawan!!!"
BMYwYooBeQp,"Biarin jelek"
BQ864kgAXuZ,"Lomba Tingkat III"
BHjjiWYg1No,"Aku tertawa untuk menunjukkan pose, namun In addition when I behind aku mulai mengingat semuanya kenangan, moment and more. Aku hanya ingin dia untuk dirindukan. Hanya untuk teman dan lebih untukmu sahabat.
@divababel2"
BIeh4zggLpf,"With is the time who right. Right to smiling and laughing. We’re in a silly. thing.#Crazymoment#Together#Friendship#Always#Smileanywhere#Right"
BJAY1PfA9e7,"Latepost_
#alwaysthere#loyal#promise#aloneagain#natural#class8e#justpose"
BR7_8DhF98P,"Everytime is us"
BRPjdsKFCXE,"Just say love love love"
BRV2OZ2Ffrd,"Kemenangan ialah harapan setelah usaha. Dimana, kapankah, untuk apakah, dan bagaimanakah ituItu adalah hasil perjuangan teman"
BUTw20NFK4I,"Is it meaning of you?"
BUUAejJlh72,"Am i a lucky girl? But, im not 1 of perfect. So, i dont mind"
BP4l_mqBssb,"Kamu sapa seh dek:(("
BQF0iE6gP9m,"WC : tempat favorit buat ngaca, BAB, pipis, dan juga selfie.
.
.
WC LEGEND!"
BQnkhLIBtMB,"saengilchukkaehamnida, J-Hope
my wish for you : hopefully in your 23 stay health, be nice, always loving Bangtan Boys, always loving ARMY, always loving your parent and your God.
happy day for you, J-Hope
love you"
BR718zwBUcJ,"semangat usbn unbknya"
BRlf1kqBuVf,"adek kecil udah umur 14 aja, hmm"
BRM-64bBtoD,"udah dibilangin loh ya, cinta itu bayar
---------
#vbts #taehyung #taetae #bts #bangtanboys #fff #lfl"
BRM8jg1BlwI,"pacar apa kabar?
kok tambah ganteng sih?
--------
#vbts #taehyung #bts #bangtanboys #lfl #fff"
BRM992nBqPl,"kasih cinta itu bayar ya
---------
#vbts #taehyung #taetae #bts #bangtanboys #lfl #fff"
BRYaIVdhIA0,"Uhhh, today it's sleepy and cold prince birthday!
-
saengil chukkae hamnida, Suga!
-
wyatb
-
udah tua eaaaa
sukses terus ya abang agus, kompak sama bities
saranghae
-
#happysugaday #sugabirthday #bts #sugabts #minyoongi #minyoongiday #happybirthday #bangt"
BS5xOCdBqHI,throw
BSab11RhJgG,"#bts7w3rdga #kpopgiveaway #btsgiveaway #exogiveaway #got7giveaway"
BSF7M-oBBAT,"dia ganteng."
BSfLMwJhKgZ,"Mungkin bukan waktunya buat aku ketemu kamu:')"
BSn1I7Mhxt0,"I became an ARMY because my friends. She give me a musiv video DOPE - BTS. First impression i'm not like it cause that mv is weird. But, i watched again and i started love BTS and became an ARMY
.
#KpopGiveaway
#BtsGiveaway
#WTF_IS_BTS1stGIVEAWAY
.
[bahas"
BSQqC_cBMsy,"Orang-orang bilang jangan sekali-kali menoleh ke belakang karena itu adalah masa lalu. Tapi bagaimana jika ada kenangan indah yang tertinggal di masa lalu itu? -unkwn
.
.
Photo by : @nabilaf6"
BStEEmlh-kB,"-
Your eyes.
Your smile.
Your voice.
Your laugh.
Your warmth.
Your existence.
Just you.
Make me happy.
Thank you for always beside me when i'm sad.
My Crazy Best Friend:)"
BSYPC6BhY5f,"ubahlah luka ini menjadi debu, dan biarkan angin membawanya ke tempat yang jauh.
.
.
Photo by : @nabilaf6"
BTeTwbFBnCK,"?????, Bangtan
-
#wingtourina 
#wingstourinindonesia 
#wingstourinjakarta 
#bts"
BTf7DHUBZaL,"MEH, I LOVE THEM
•
#bangtansonyeondan 
#bangtanboys 
#bangtanboys 
#bangtan 
#bts"
BTgslDChvRd,"okay I will post it again
-
I'm so sorry really:')
-
The reason I became an ARMY it all started from my friends who sees me their music video.
-
From there, I was amazed with their handsome face and I always say ""SO HANDSOME, OMG."" Again and again.
.
Fina"
BTqzc7_B9CP,"-
There's a boy who hold the heavens in his eyes, and the stars dance around his head like a halo, sending a gentle light cascading over the golden skin. He's the moon and I'm the ocean tide, endlessly drawn to him, thought it can't be told for certain ex"
BU4H2ewh4vb,"-
Untukmu, yang selalu membuatku percaya bahwa persahabatan bukan hanya tentang 'apa yang menurutku baik untukmu' tetapi juga tentang 'aku mendukung segala keputusan yang membuatmu bahagia.'
-
Karena persahabatan bukan tentang memaksakan sedikit diriku di"
BU5AzWEhGQK,"banyak uang hp ilang terus /canda/
-
@irianto64 
@irianto64 
@irianto64"
BUYv36OBL0x,"lalala~ gue udah bilang kalo gue mau nyepam GA
•
I'm from INDONESIA
•
#ttaekookworldminigiveaway 
#kpopgiveaway 
#btsgiveaway
•
p.s yain aja ya:v"
BUYvhevhRK_,"bakalan nyepam GA hari ini wkwk:v
•
-why do u want to win this giveaway?
•
 oh? that's a question? ohhh, okay. i will answered. i want to win this giveaway because i want give a special gift for my sister. yah, i try to give her a special gift or not. idk"
BF5wF_wSzrT,"Ciee stalker.."
BF7yvr9yzjZ,"Yang TULUS kalah sama yang MULUS!"
BGEPkmrSztA,"Di kelas ini saya belajar arti dari sebuah tanggung jawab,kerjasama&persaudaraan!
Trimakasih tuhan segala sesuatu yang kau berikan,hamba bersyukur mempunyai temen seperti mereka
See you kls 9
#7C#limolas#kesayangan#segalanya  : @nur_ayu2708
Sorry seng gk "
BL5cT5XDZJB,"SOLIDARITAS Lebih UTAMA 
Dibanding POPULARITAS 
Jangan pernah EGOIS untuk mengikuti POPULARITAS INDIVIDU 
8E"
BM-Y8Z0jnpy,"Hina aku sepuasmu:)"
BM8E42yD7Wy,"Fix,, aku paling polos

Ps:abaikan yang belakang
:@dp.farhan_"
BMapgvpja5b,"Jangan mengetuk hati wanita  jika setelah dibuka, engkau masuk lalu pergi tanpa pamit!
Jaga dia...jika dia berharga untukmu--"
BMlmRq9jv6c,"Intinya  ??? ??"
BMuhb-TD8ZU,"Setiap hal yang aku habiskan bersamamu bagaikan impian yang menjadi kenyataan.
 @sayangkon"
BNHbcEkjqFx,Kgn
BM_G2EYg_Ab,"baby all I want is you
.
.
.
.
ps: keluarga terencana:v"
BNthwD8Azyt,"Berlari bersama untuk tujuan yg sama bukan berjuang bersama utk orang yg sama(:"
BQhtBJPBNOv,"Kapan² lagi
#tft"
BR8I2wZhNjM,"banyak hal yang aku sukai dari kamu salah satunya ""kamu"" yang selalu membuatku ""tersenyum"" saat bersamamu -ddh"
BRkk_7nltHS,"H O A X tok kalee"
BSmJyPPBDjz,"??? ??? 5?
?? ????
#5yearswithexo"
BRvPOiCg91r,"kesedihanmu awal kesedihanku.
Bahagiamu adalah bahagiaku
-acds"
BSBjMLNgPBL,kalem
BQ2uXqcAGSv,"Masalah jodoh semua udah diatur sama allah. Jadi kita tinggal nerima aja "
BQ7mRypAYue,"Punya mereka aku juga bahagia
(1/3)"
BQ9N8mrAO11,"Kurang eksisss
(2/3)"
BQ9OBPkAZPl,"Delok en iku akeh wong jomblo :v
(3/3)"
BQfR2udhYpX,"Memiliki sahabat bukan saja memiliki satu atau beberapa orang untuk membagi cerita. Sahabat yang baik adalah mereka yang selalu berusaha membagikan contoh paling baik bagi hidup.
.
Mereka menjadi inspirasi bagi kamu untuk berkembang. Ketika mereka berkemb"
BQoqReuAxi9,"Masa lalu. Rasa sakit. Masa depan. Mimpi-mimpi. Semua akan berlalu. Seperti sungai yang mengalir. Maka biarlah hidupku mengalir seperti sungai kehidupan.-tl"
BQYF5L2h85l,"""Single atau jomblo itu tidak selalu berarti ga laku. Tapi sesuatu yang paling istimewa, selalu dijaga dengan baik selalu dikeluarkan diwaktu terbaik dalam kesempatan dan cara terbaik pula. Bukan diobral."" -tl"
BRfN-9cgfO-,"aku juga rindu ini"
BRhAvFhAozk,"terkadang sendiri itu membuat kita nyaman"
